net,length_um
B_in[0],7.59µm
_0225_,7.58µm
_0503_,7.56µm
_0720_,7.56µm
_0679_,7.54µm
_1389_,7.54µm
_0201_,7.52µm
_0710_,7.52µm
net50,7.52µm
_0256_,7.48µm
_0315_,7.44µm
_0340_,7.44µm
_0230_,7.42µm
_0694_,7.405µm
X_crt\[11\],7.4µm
_0595_,7.4µm
_0671_,7.4µm
_1017_,7.38µm
_0481_,7.36µm
_1391_,7.36µm
B_in[10],7.35µm
B_in[8],7.35µm
_0005_,7.32µm
_0008_,7.32µm
_0212_,7.32µm
_0588_,7.32µm
_0497_,7.3µm
_0179_,7.24µm
net27,7.24µm
_1503_,7.225µm
_0169_,7.22µm
_0630_,7.22µm
_1242_,7.22µm
_1384_,7.22µm
_1411_,7.22µm
_1099_,7.2µm
_0355_,7.18µm
_0667_,7.18µm
_1541_,7.18µm
_0011_,7.14µm
_0045_,7.14µm
_0134_,7.14µm
X_out[3],7.11µm
rst_n,7.11µm
_0152_,7.1µm
_0303_,7.1µm
_0925_,7.1µm
_1046_,7.1µm
_0133_,7.08µm
_1481_,7.08µm
_0248_,7.06µm
_1342_,7.06µm
B_in[15],7.01µm
B_in[5],7.01µm
_1383_,6.96µm
_0060_,6.94µm
_0707_,6.94µm
_1034_,6.94µm
_1284_,6.94µm
A_in[1],6.91µm
_0047_,6.88µm
_0463_,6.86µm
_0500_,6.86µm
_0650_,6.86µm
_0806_,6.86µm
_1433_,6.86µm
_0018_,6.84µm
_0093_,6.84µm
_0249_,6.84µm
_1444_,6.82µm
_0033_,6.78µm
_0178_,6.78µm
_0591_,6.78µm
_0027_,6.76µm
_0032_,6.76µm
_1144_,6.76µm
_0789_,6.74µm
_1108_,6.74µm
_0072_,6.72µm
_0403_,6.72µm
_1120_,6.72µm
_1164_,6.72µm
_1317_,6.68µm
B_in[12],6.67µm
Encode_Done_A,6.66µm
_0014_,6.64µm
_0316_,6.64µm
_0830_,6.64µm
_1303_,6.64µm
_0273_,6.6µm
_0310_,6.6µm
_0345_,6.6µm
_0549_,6.6µm
_0551_,6.6µm
_0728_,6.6µm
_0745_,6.6µm
_0800_,6.6µm
_0982_,6.6µm
_1136_,6.6µm
_1348_,6.56µm
_1048_,6.52µm
_0930_,6.5µm
_0024_,6.48µm
_0088_,6.48µm
_1117_,6.42µm
_0523_,6.4µm
_1316_,6.4µm
_1401_,6.4µm
_1563_,6.4µm
net15,6.38µm
_0299_,6.36µm
B_in[2],6.33µm
_0039_,6.32µm
_0360_,6.32µm
_0529_,6.32µm
_1149_,6.3µm
_1362_,6.3µm
_1180_,6.28µm
_0205_,6.26µm
_1263_,6.26µm
_1545_,6.26µm
_0427_,6.25µm
_0379_,6.24µm
_0547_,6.2µm
_0565_,6.2µm
_1353_,6.2µm
_1509_,6.2µm
_0247_,6.18µm
_0282_,6.18µm
_0283_,6.18µm
_0333_,6.18µm
_0357_,6.18µm
_0642_,6.18µm
_0865_,6.18µm
_0965_,6.18µm
_1002_,6.18µm
_1009_,6.18µm
_1092_,6.18µm
_1115_,6.18µm
_1231_,6.18µm
_1248_,6.18µm
_1382_,6.18µm
_1132_,6.16µm
_0243_,6.14µm
_0543_,6.14µm
_0918_,6.14µm
_1096_,6.14µm
X_out[6],6.09µm
_1077_,6.08µm
_0091_,6.06µm
_0251_,6.06µm
_0705_,6.06µm
net7,6.04µm
_0034_,6.02µm
_0366_,6.02µm
A_in[6],5.99µm
B_in[13],5.99µm
B_in[4],5.99µm
B_in[6],5.99µm
_0370_,5.98µm
_0637_,5.98µm
_0646_,5.98µm
_0001_,5.96µm
_0417_,5.96µm
_0252_,5.94µm
_0662_,5.94µm
_0838_,5.94µm
_1250_,5.94µm
_0207_,5.86µm
_0886_,5.86µm
_1110_,5.86µm
_0459_,5.84µm
_0755_,5.84µm
_0976_,5.84µm
_1406_,5.84µm
_1407_,5.84µm
_0319_,5.82µm
_0510_,5.82µm
_0757_,5.82µm
_0759_,5.82µm
_0002_,5.8µm
_0009_,5.8µm
_0031_,5.8µm
_0066_,5.8µm
_1031_,5.8µm
_0372_,5.78µm
X_out[9],5.75µm
_0987_,5.74µm
_1386_,5.74µm
_0509_,5.72µm
_0968_,5.72µm
_1520_,5.72µm
_1080_,5.7µm
net63,5.7µm
_1588_,5.68µm
B_in[11],5.65µm
B_in[14],5.65µm
B_in[3],5.65µm
B_in[7],5.65µm
_0245_,5.6µm
u_slice0.start_d,5.5µm
_0094_,5.485µm
_0193_,5.48µm
_0474_,5.48µm
_1141_,5.46µm
_1282_,5.44µm
_0246_,5.4µm
_0381_,5.4µm
_0257_,5.38µm
_0285_,5.38µm
_0869_,5.38µm
_0993_,5.38µm
_1365_,5.38µm
_1393_,5.38µm
_0226_,5.36µm
_0292_,5.36µm
_0445_,5.36µm
_0454_,5.36µm
_1005_,5.36µm
_1320_,5.36µm
_1476_,5.36µm
_1453_,5.355µm
_1346_,5.35µm
_1035_,5.34µm
_1368_,5.34µm
B_in[1],5.31µm
_1158_,5.28µm
_1341_,5.28µm
_1432_,5.28µm
_0068_,5.26µm
_0464_,5.26µm
_1257_,5.26µm
_1288_,5.26µm
_1405_,5.26µm
_1465_,5.26µm
_0515_,5.22µm
_0660_,5.22µm
_0772_,5.22µm
_1265_,5.22µm
_1464_,5.22µm
_0337_,5.14µm
_1254_,5.14µm
_1107_,5.105µm
_0037_,5.1µm
X_out[0],5.07µm
X_out[1],5.07µm
X_out[7],5.07µm
_0026_,5.02µm
_0198_,5.02µm
_1091_,5.02µm
_1249_,5.02µm
_0030_,5µm
_0074_,5µm
_0082_,5µm
_0019_,4.94µm
_1157_,4.94µm
_0396_,4.92µm
_0776_,4.92µm
_0882_,4.92µm
_0883_,4.92µm
_0954_,4.92µm
_1253_,4.92µm
_1467_,4.92µm
net67,4.92µm
_1373_,4.9µm
_0021_,4.88µm
_0064_,4.88µm
_0071_,4.88µm
_0311_,4.88µm
_0349_,4.88µm
_0672_,4.88µm
_0807_,4.88µm
_0876_,4.88µm
_1358_,4.88µm
_0263_,4.82µm
_0038_,4.8µm
_0055_,4.8µm
_0250_,4.8µm
_0560_,4.8µm
_1037_,4.8µm
_1112_,4.8µm
_1129_,4.8µm
_1379_,4.8µm
_1458_,4.8µm
_0692_,4.76µm
_0845_,4.76µm
X_out[10],4.73µm
X_out[2],4.73µm
_0665_,4.7µm
_0626_,4.68µm
_0896_,4.68µm
_1375_,4.68µm
_0980_,4.66µm
_0809_,4.6µm
_1426_,4.6µm
_0023_,4.58µm
_0057_,4.58µm
_0165_,4.54µm
_1472_,4.495µm
_0190_,4.48µm
_0298_,4.48µm
_0861_,4.48µm
_1100_,4.48µm
_0101_,4.46µm
_0244_,4.46µm
_0339_,4.46µm
_0651_,4.46µm
_0840_,4.46µm
_1183_,4.44µm
_1456_,4.44µm
_1510_,4.44µm
_0063_,4.42µm
_0350_,4.42µm
_0441_,4.42µm
_1445_,4.42µm
X_out[4],4.39µm
X_out[5],4.39µm
X_out[8],4.39µm
_0214_,4.36µm
_0511_,4.36µm
_0601_,4.36µm
_0783_,4.36µm
_1421_,4.36µm
_1480_,4.36µm
_0029_,4.34µm
_0260_,4.34µm
_0704_,4.34µm
_1165_,4.34µm
_1244_,4.34µm
_1494_,4.34µm
net59,4.34µm
_1059_,4.24µm
_1166_,4.23µm
_0609_,4.22µm
_0990_,4.22µm
_0614_,4.14µm
_1331_,4.14µm
_1576_,4.14µm
_0103_,4.12µm
_1323_,4.12µm
_0000_,4.1µm
_0812_,4.1µm
_1515_,4.1µm
_0079_,4.08µm
_0084_,4.08µm
_0181_,4.02µm
_0182_,4.02µm
_0020_,4µm
_0065_,4µm
_0110_,4µm
_0620_,4µm
_0973_,4µm
_1371_,4µm
_1182_,3.98µm
_1558_,3.9µm
_0148_,3.88µm
_0304_,3.88µm
_0377_,3.88µm
_0501_,3.88µm
_0545_,3.88µm
_0657_,3.88µm
_0833_,3.88µm
_0849_,3.88µm
_0958_,3.88µm
_1178_,3.88µm
_1274_,3.78µm
_1501_,3.76µm
_0942_,3.68µm
_0028_,3.66µm
_0089_,3.66µm
_1139_,3.66µm
_0836_,3.64µm
_0095_,3.56µm
_0490_,3.56µm
_0634_,3.56µm
_0102_,3.54µm
_0219_,3.54µm
_0240_,3.54µm
_0286_,3.54µm
_0367_,3.54µm
_0430_,3.54µm
_0444_,3.54µm
_0946_,3.54µm
_1187_,3.54µm
_1397_,3.54µm
net56,3.54µm
_1505_,3.52µm
_0221_,3.44µm
_0774_,3.44µm
_0785_,3.44µm
_1538_,3.44µm
_0069_,3.42µm
_0107_,3.42µm
_0130_,3.42µm
_0521_,3.42µm
_1135_,3.42µm
_0017_,3.3µm
_0078_,3.3µm
_0881_,3.22µm
_1423_,3.22µm
_1448_,3.22µm
_0054_,3.2µm
_0073_,3.2µm
_0344_,3.18µm
_1548_,3.115µm
_0487_,3.1µm
_0538_,3.1µm
_0781_,3.1µm
_1111_,3.1µm
_1226_,3.1µm
_0269_,3.08µm
_0287_,3.08µm
_0300_,3.08µm
_0605_,3.08µm
_0735_,3.08µm
_0811_,3.08µm
_0959_,3.08µm
_1010_,3.08µm
_1053_,3.08µm
_1118_,3.08µm
_1422_,3.08µm
_1497_,3.08µm
_1536_,3.08µm
net65,3.08µm
_0485_,2.98µm
_0787_,2.98µm
_1230_,2.98µm
_0145_,2.96µm
_0359_,2.96µm
_1313_,2.96µm
_1328_,2.96µm
_1337_,2.96µm
_1437_,2.96µm
_1069_,2.86µm
_0080_,2.84µm
_0964_,2.84µm
_0189_,2.76µm
_0239_,2.76µm
_0324_,2.76µm
_0825_,2.76µm
_0994_,2.76µm
_1062_,2.76µm
_1325_,2.76µm
_1585_,2.76µm
_0003_,2.74µm
_0053_,2.74µm
_0056_,2.74µm
_0085_,2.74µm
_0086_,2.74µm
_0090_,2.74µm
_0104_,2.74µm
_0229_,2.74µm
_0013_,2.735µm
_0253_,2.64µm
_0424_,2.64µm
_0939_,2.64µm
_1004_,2.64µm
_1449_,2.64µm
_0012_,2.62µm
_0042_,2.62µm
_0061_,2.62µm
_0067_,2.62µm
_0096_,2.62µm
_0121_,2.62µm
_0192_,2.62µm
_0274_,2.62µm
_0348_,2.62µm
_0457_,2.62µm
_1043_,2.62µm
_1125_,2.62µm
_1151_,2.62µm
_0369_,2.52µm
_1492_,2.52µm
_1565_,2.52µm
net70,2.52µm
_0289_,2.5µm
_0291_,2.5µm
_0398_,2.5µm
_0819_,2.5µm
_1102_,2.5µm
_1235_,2.5µm
_1305_,2.5µm
_0766_,2.48µm
_1184_,2.43µm
_0015_,2.38µm
_0418_,2.38µm
_0380_,2.3µm
_0537_,2.3µm
_0599_,2.3µm
_0885_,2.3µm
_1003_,2.3µm
_1074_,2.3µm
_1217_,2.3µm
_1547_,2.3µm
_1577_,2.3µm
_0035_,2.28µm
_0036_,2.28µm
_0041_,2.28µm
_0059_,2.28µm
_0070_,2.28µm
_0081_,2.28µm
_0821_,2.28µm
_0874_,2.28µm
_0025_,2.205µm
_0004_,2.18µm
_0022_,2.18µm
_0119_,2.18µm
_0309_,2.18µm
_0322_,2.18µm
_0458_,2.18µm
_0654_,2.18µm
_1084_,2.18µm
_1122_,2.18µm
_0859_,2.17µm
_0016_,2.16µm
_0049_,2.16µm
_0077_,2.16µm
_0149_,2.16µm
_0343_,2.16µm
_0378_,2.16µm
_0466_,2.16µm
_0524_,2.16µm
_0967_,2.16µm
_1081_,2.16µm
_1514_,2.16µm
net66,2.16µm
net71,2.16µm
_0779_,2.06µm
_0128_,2.04µm
_0802_,2.04µm
net55,2.04µm
_0386_,1.84µm
_0618_,1.84µm
_1089_,1.84µm
_0046_,1.82µm
_0051_,1.82µm
_0058_,1.82µm
_0062_,1.82µm
_0076_,1.82µm
_0083_,1.82µm
_0098_,1.82µm
_0440_,1.72µm
_0447_,1.72µm
net69,1.72µm
_0048_,1.7µm
_0050_,1.7µm
_0112_,1.7µm
_0196_,1.7µm
_0209_,1.7µm
_0951_,1.7µm
_1020_,1.7µm
_1195_,1.7µm
_1239_,1.7µm
_1126_,1.575µm
_0842_,1.48µm
_1200_,1.48µm
_0266_,1.38µm
_0998_,1.38µm
_1057_,1.38µm
_1206_,1.38µm
_1213_,1.38µm
_1228_,1.38µm
_1237_,1.38µm
_0006_,1.36µm
_0040_,1.36µm
_0043_,1.36µm
_0097_,1.36µm
_0975_,1.26µm
_1429_,1.26µm
_1522_,1.26µm
net64,1.26µm
net68,1.26µm
_0944_,1.14µm
_1032_,1.14µm
_0866_,1.02µm
_1291_,1.02µm
_1416_,1.02µm
_0156_,0.92µm
_0180_,0.92µm
_0278_,0.92µm
_0824_,0.92µm
_0880_,0.92µm
_0970_,0.92µm
_0985_,0.92µm
_1208_,0.92µm
_1210_,0.92µm
_1221_,0.92µm
_1224_,0.92µm
_1241_,0.92µm
_1245_,0.92µm
_1271_,0.92µm
_1360_,0.92µm
_1446_,0.92µm
_0203_,0.8µm
_1219_,0.8µm
_0171_,0.46µm
_0492_,0.46µm
_0597_,0.46µm
_1482_,0.46µm
